,nom_film,type_production,theme_production,Synopsis,Realisateur,duree_film,sortie_film,acteurs_principaux,charts,rang,charts_IMDB,charts_METACRITIC,other_details
93,Wonder Wheel,Film,['Drame'],"Les trajectoires de quatre personnages, dans l’effervescence du parc d’attraction de Coney Island, dans les années 50 : Ginny, ex-actrice lunatique reconvertie serveuse ; Humpty, opérateur de manège marié à Ginny ; Mickey, séduisant maître-nageur aspirant à devenir dramaturge ; et Carolina, fille de Humpty longtemps disparue de la circulation qui se réfugie chez son père pour fuir les gangsters à ses trousses.",['Woody Allen'],1 h 41 min,1 décembre 2017,"['Kate Winslet', ' Justin Timberlake', ' Juno Temple']","{'note_moyenne': 6.0, 'nombre_critiques': 4759, 'repartition_note': [26, 38, 118, 353, 862, 1446, 1372, 435, 83, 26]}",96,"['6,2', '25 157']",45,"{'budget': '$25,000,000', 'Cumulative_WW_Gross': '$15,889,124', 'location': 'USA'}"
94,Dans la brume,Film,['Science-fiction'],"Un couple se voit confronter à une étrange brume mortelle qui submerge Paris. Afin de survivre, certains trouvent refuge dans les derniers étages des immeubles et sur les toits de la capitale. Sans informations, sans électricité, sans eau ni nourriture, le couple tente de survivre face à cette catastrophe et de sauver leur fille… Mais les heures passent et un constat s’impose, les secours ne viendront pas. Il ne reste qu’une seule possibilité pour s’en sortir : tenter sa chance dans la brume.",['Daniel Roby'],1 h 29 min,4 avril 2018,"['Romain Duris', ' Olga Kurylenko', ' Fantine Harduin']","{'note_moyenne': 5.9, 'nombre_critiques': 6429, 'repartition_note': [50, 128, 290, 537, 1152, 1961, 1681, 501, 89, 40]}",97,"['5,9', '5 644']",Reviews,"{'budget': 'EUR11,270,000', 'Cumulative_WW_Gross': '$2,842,040', 'location': 'France | Canada'}"
95,Mademoiselle de Joncquières,Film,['Drame'],"Madame de La Pommeraye, jeune veuve retirée du monde, cède à la cour du marquis des Arcis, libertin notoire. Après quelques années d’un bonheur sans faille, elle découvre que le marquis s’est lassé de leur union. Follement amoureuse et terriblement blessée, elle décide de se venger de lui avec la complicité de Mademoiselle de Joncquières et de sa mère…",['Emmanuel Mouret'],1 h 49 min,12 septembre 2018,"['Cécile de France', ' Edouard Baer', ' Alice Isaaz']","{'note_moyenne': 6.6, 'nombre_critiques': 2793, 'repartition_note': [21, 23, 44, 96, 267, 652, 1064, 481, 119, 26]}",98,"['6,9', '2 461']",Reviews,"{'budget': None, 'Cumulative_WW_Gross': '$4,139,139', 'location': 'France'}"
96,Première Année,Film,['Comédie dramatique'],"Antoine entame sa première année de médecine pour la troisième fois. Benjamin arrive directement du lycée, mais il réalise rapidement que cette année ne sera pas une promenade de santé. Dans un environnement compétitif violent, avec des journées de cours ardues et des nuits dédiées aux révisions plutôt qu'à la fête, les deux étudiants devront s’acharner et trouver un juste équilibre entre les épreuves d’aujourd’hui et les espérances de demain.",['Thomas Lilti'],1 h 32 min,12 septembre 2018,"['Vincent Lacoste', ' William Lebghil', ' Michel Lerousseau']","{'note_moyenne': 6.5, 'nombre_critiques': 10233, 'repartition_note': [26, 33, 105, 307, 977, 3192, 4123, 1179, 179, 112]}",99,"['6,7', '1 937']",Reviews,"{'budget': None, 'Cumulative_WW_Gross': '$7,853,811', 'location': 'France'}"
97,The Captain - L'Usurpateur,Film,"['Drame', ' historique', 'guerre']","1945, en Allemagne. Alors que le front nazi recule devant les assauts de plus en plus intensifs des forces alliées, les déserteurs se font persécuter. Le jeune brigadier allemand Willi Herold, qui a perdu son régiment lors d’un raid Américain, trouve le corps d’un officier. Tentant d’échapper aux brigades chargées de pourchasser les déserteurs, il décide, malgré la mort certaine qu’encourent les usurpateurs, de revêtir l’habit de l’officier, synonyme d’autorité et de puissance.",['Robert Schwentke'],1 h 58 min,21 mars 2018,"['Max Hubacher', ' Alexander Fehling', ' Frederick Lau']","{'note_moyenne': 7.4, 'nombre_critiques': 1036, 'repartition_note': [4, 2, 5, 15, 46, 131, 317, 365, 125, 26]}",100,"['7,4', '13 270']",67,"{'budget': 'EUR5,800,000', 'Cumulative_WW_Gross': '$1,196,669', 'location': 'Germany | France | Poland | China | Portugal'}"
0,Premier contact,Film,"['Science-fiction', ' drame', 'thriller']","Lorsque de mystérieux vaisseaux venus du fond de l’espace surgissent un peu partout sur Terre, une équipe d’experts est rassemblée sous la direction de la linguiste Louise Banks afin de tenter de comprendre leurs intentions.
Face à l’énigme que constituent leur présence et leurs messages mystérieux, les réactions dans le monde sont extrêmes et l’humanité se retrouve bientôt au bord d’une guerre absolue. Louise Banks et son équipe n’ont que très peu de temps pour trouver des réponses. Pour les obtenir, la jeune femme va prendre un risque qui pourrait non seulement lui coûter la vie, mais détruire le genre humain…",['Denis Villeneuve'],1 h 56 min,10 novembre 2016,"['Amy Adams', ' Jeremy Renner', ' Forest Whitaker']","{'note_moyenne': 7.6, 'nombre_critiques': 46496, 'repartition_note': [101, 110, 306, 678, 1693, 4531, 11209, 16668, 8805, 2395]}",1,"['7,9', '591 946']",81,"{'budget': '$47,000,000', 'Cumulative_WW_Gross': '$203,388,186', 'location': 'USA | Canada'}"
1,Zootopie,Long-métrage d'animation,"['Animation', ' aventure', ' comédie']","Zootopia est une ville qui ne ressemble à aucune autre : seuls les animaux y habitent ! On y trouve des quartiers résidentiels élégants comme le très chic Sahara Square, et d’autres moins hospitaliers comme le glacial Tundratown. Dans cette incroyable métropole, chaque espèce animale cohabite avec les autres. Qu’on soit un immense éléphant ou une minuscule souris, tout le monde à sa place à Zootopia !
Lorsque Judy Hopps fait son entrée dans la police, elle découvre qu’il est bien difficile de s’imposer chez les gros durs en uniforme, surtout quand on est une adorable lapine. Bien décidée à faire ses preuves, Judy s’attaque à une épineuse affaire, même si cela l’oblige à faire équipe avec Nick Wilde, un renard à la langue bien pendue et véritable virtuose de l’arnaque...","['Byron Howard', ' Rich Moore', 'Jared Bush']",1 h 49 min,11 février 2016,"['Jason Bateman', ' Ginnifer Goodwin', ' Idris Elba']","{'note_moyenne': 7.4, 'nombre_critiques': 49546, 'repartition_note': [72, 93, 218, 559, 1797, 6036, 15955, 16619, 6320, 1877]}",2,"['8,0', '432 656']",78,"{'budget': '$150,000,000', 'Cumulative_WW_Gross': '$1,023,792,558', 'location': 'USA'}"
2,Mademoiselle,Film,"['Drame', ' thriller', ' romance']","Corée du Sud, sous la domination nippone des années 30. Sook-Hee est engagée comme servante d’une riche japonaise, dame Hideko, laquelle vit recluse dans un immense manoir sous la coupe d’un oncle tyrannique. Sook-Hee obéit aux ordres du comte Fujiwara, lequel en a après la fortune de dame Hideko.",['Park Chan-wook'],2 h 24 min,1 juin 2016,"['Kim Min-hee', ' Kim Tae-ri', ' Ha Jung-woo']","{'note_moyenne': 7.9, 'nombre_critiques': 21221, 'repartition_note': [46, 34, 70, 196, 459, 1363, 4167, 8127, 5079, 1680]}",3,"['8,1', '112 533']",84,"{'budget': 'KRW10,000,000,000', 'Cumulative_WW_Gross': '$37,767,206', 'location': 'South Korea'}"
3,Captain Fantastic,Film,"['Drame', ' comédie', 'romance']","Dans les forêts reculées du nord-ouest des Etats-Unis, vivant isolé de la société, un père dévoué a consacré sa vie toute entière à faire de ses six jeunes enfants d’extraordinaires adultes.
Mais quand le destin frappe sa famille, ils doivent abandonner ce paradis qu’il avait créé pour eux. La découverte du monde extérieur va l’obliger à questionner ses méthodes d’éducation et remettre en cause tout ce qu’il leur a appris.",['Matt Ross'],1 h 58 min,8 juillet 2016,"['Viggo Mortensen', ' Frank Langella', ' George MacKay']","{'note_moyenne': 7.5, 'nombre_critiques': 31942, 'repartition_note': [61, 86, 206, 419, 1026, 2782, 8342, 11489, 5683, 1848]}",4,"['7,9', '188 485']",72,"{'budget': None, 'Cumulative_WW_Gross': '$23,123,592', 'location': 'USA'}"
4,The Neon Demon,Film,"['Thriller', ' drame', 'Épouvante-horreur']","Une jeune fille débarque à Los Angeles. Son rêve est de devenir mannequin. Son ascension fulgurante, sa beauté et sa pureté suscitent jalousies et convoitises. Certaines filles s'inclinent devant elle, d'autres sont prêtes à tout pour lui voler sa beauté.",['Nicolas Winding Refn'],1 h 58 min,8 juin 2016,"['Elle Fanning', ' Jena Malone', ' Bella Heathcote']","{'note_moyenne': 6.5, 'nombre_critiques': 24438, 'repartition_note': [338, 478, 955, 1634, 2869, 4605, 5800, 4734, 2184, 841]}",5,"['6,2', '84 013']",51,"{'budget': '$7,000,000', 'Cumulative_WW_Gross': '$3,377,430', 'location': 'USA | Belgium | Denmark | France'}"
5,Rogue One : A Star Wars Story,Film,"['Action', ' aventure', 'science-fiction']",Cet opus se déroule entre l’épisode 3 et 4 et nous raconte comment l’Alliance Rebelle a pris possession des plans de l’Etoile Noire.,['Gareth Edwards'],2 h 13 min,16 décembre 2016,"['Felicity Jones', ' Diego Luna', ' Ben Mendelsohn']","{'note_moyenne': 6.8, 'nombre_critiques': 44730, 'repartition_note': [217, 281, 692, 1494, 3408, 7703, 14568, 11581, 3794, 992]}",6,"['7,8', '554 614']",65,"{'budget': '$200,000,000', 'Cumulative_WW_Gross': '$1,056,057,720', 'location': 'USA'}"
6,Deadpool,Film,"['Action', ' aventure', 'comédie']","Deadpool, est l'anti-héros le plus atypique de l'univers Marvel. A l'origine, il s'appelle Wade Wilson : un ancien militaire des Forces Spéciales devenu mercenaire. Après avoir subi une expérimentation hors norme qui va accélérer ses pouvoirs de guérison, il va devenir Deadpool. Armé de ses nouvelles capacités et d'un humour noir survolté, Deadpool va traquer l'homme qui a bien failli anéantir sa vie.",['Tim Miller'],1 h 48 min,4 février 2016,"['Ryan Reynolds', ' Morena Baccarin', ' Ed Skrein']","{'note_moyenne': 6.6, 'nombre_critiques': 59818, 'repartition_note': [548, 706, 1291, 2541, 5132, 11526, 18348, 13145, 4699, 1882]}",7,"['8,0', '900 480']",65,"{'budget': '$58,000,000', 'Cumulative_WW_Gross': '$782,612,711', 'location': 'USA'}"
7,Dernier train pour Busan,Film,"['Action', ' Épouvante-horreur', 'thriller']","Un virus inconnu se répand en Corée du Sud, l'état d'urgence est décrété. Les passagers du train KTX se livrent à une lutte sans merci afin de survivre jusqu'à Busan, l'unique ville où ils seront en sécurité...",['Yeon Sang-ho'],1 h 58 min,20 juillet 2016,"['Gong Yoo', ' Jung Yu-mi', ' Ma Dong-seok']","{'note_moyenne': 7.2, 'nombre_critiques': 29582, 'repartition_note': [72, 108, 258, 670, 1575, 4288, 10169, 8877, 2776, 789]}",8,"['7,6', '164 721']",72,"{'budget': 'KRW10,000,000,000', 'Cumulative_WW_Gross': '$92,764,199', 'location': 'South Korea'}"
8,The Strangers,Film,"['Thriller', ' drame', ' Épouvante-horreur']","La vie d’un village coréen est bouleversée par une série de meurtres, aussi sauvages qu’inexpliqués, qui frappe au hasard la petite communauté rurale.

La présence, récente, d’un vieil étranger qui vit en ermite dans les bois attise rumeurs et superstitions.

Face à l’incompétence de la police pour trouver l’assassin ou une explication sensée, certains villageois demandent l’aide d’un chaman.

Pour Jong-Gu aussi, un policier dont la famille est directement menacée, il est de plus en plus évident que ces crimes ont un fondement surnaturel...",['Na Hong-jin'],2 h 36 min,12 mai 2016,"['Kwak Do-won', ' Hwang Jung-min', ' Jun Kunimura']","{'note_moyenne': 7.5, 'nombre_critiques': 13354, 'repartition_note': [39, 62, 114, 287, 645, 1538, 3538, 4424, 2140, 567]}",9,"['7,5', '51 252']",81,"{'budget': '$6,420,000', 'Cumulative_WW_Gross': '$49,851,770', 'location': 'South Korea | USA'}"
9,The Nice Guys,Film,"['Action', ' comédie', ' policier']","Los Angeles. Années 70. Deux détectives privés enquêtent sur le prétendu suicide d’une starlette. Malgré des méthodes pour le moins « originales », leurs investigations vont mettre à jour une conspiration impliquant des personnalités très haut placées…",['Shane Black'],1 h 56 min,15 mai 2016,"['Russell Crowe', ' Ryan Gosling', ' Angourie Rice']","{'note_moyenne': 6.9, 'nombre_critiques': 26778, 'repartition_note': [39, 93, 257, 688, 1967, 5469, 10549, 6246, 1219, 251]}",10,"['7,4', '278 838']",70,"{'budget': '$50,000,000', 'Cumulative_WW_Gross': '$62,788,218', 'location': 'USA'}"
10,Juste la fin du monde,Film,['Drame'],"Adapté de la pièce de théâtre éponyme de Jean-Luc Lagarce, le film raconte l’après-midi en famille d’un jeune auteur qui, après 12 ans d’absence, retourne dans son village natal afin d’annoncer aux siens sa mort prochaine.",['Xavier Dolan'],1 h 35 min,21 septembre 2016,"['Gaspard Ulliel', ' Vincent Cassel', ' Nathalie Baye']","{'note_moyenne': 6.6, 'nombre_critiques': 25794, 'repartition_note': [205, 392, 657, 1311, 2372, 4440, 6652, 5830, 2894, 1041]}",11,"['6,9', '20 898']",48,"{'budget': '$7,400,000', 'Cumulative_WW_Gross': '$9,231,823', 'location': 'Canada | France'}"
11,Your Name.,Long-métrage d'animation,"['Animation', ' drame', ' fantastique']","Mitsuha est une jeune lycéenne qui vit dans un village au milieu des montagnes. Taki, lui, vit au centre de Tokyo. Un jour Mitsuha rêve qu'elle est un jeune homme à Tokyo, et Taki rêve qu'il est une jeune fille dans un village de montagne. Quel secret se cache dans ces rêves ?",['Makoto Shinkai'],1 h 46 min,26 août 2016,"['Mone Kamishiraishi', ' Ryûnosuke Kamiki', ' Masami Nagasawa']","{'note_moyenne': 7.7, 'nombre_critiques': 24294, 'repartition_note': [49, 40, 97, 262, 748, 2161, 5605, 7615, 4904, 2813]}",12,"['8,4', '192 855']",79,"{'budget': 'JPY370,000,000', 'Cumulative_WW_Gross': '$358,922,706', 'location': 'Japan'}"
12,Elle,Film,"['Drame', 'thriller']","Michèle fait partie de ces femmes que rien ne semble atteindre. À la tête d'une grande entreprise de jeux vidéo, elle gère ses affaires comme sa vie sentimentale : d'une main de fer. Sa vie bascule lorsqu’elle est agressée chez elle par un mystérieux inconnu. Inébranlable, Michèle se met à le traquer en retour. Un jeu étrange s'installe alors entre eux. Un jeu qui, à tout instant, peut dégénérer.",['Paul Verhoeven'],2 h 10 min,25 mai 2016,"['Isabelle Huppert', ' Laurent Lafitte', ' Anne Consigny']","{'note_moyenne': 6.7, 'nombre_critiques': 16032, 'repartition_note': [176, 222, 419, 826, 1552, 3079, 4989, 3430, 1071, 268]}",13,"['8,0', '538 718']",90,"{'budget': '$23,000,000', 'Cumulative_WW_Gross': '$48,517,427', 'location': 'USA'}"
13,Tu ne tueras point,Film,"['Biopic', ' drame', ' historique']","Quand la Seconde Guerre mondiale a éclaté, Desmond, un jeune américain, s’est retrouvé confronté à un dilemme : comme n’importe lequel de ses compatriotes, il voulait servir son pays, mais la violence était incompatible avec ses croyances et ses principes moraux. Il s’opposait ne serait-ce qu’à... Lire la suite",['Mel Gibson'],2 h 19 min,3 novembre 2016,"['Andrew Garfield', ' Teresa Palmer', ' Sam Worthington']","{'note_moyenne': 7.2, 'nombre_critiques': 18908, 'repartition_note': [54, 105, 235, 433, 970, 2427, 5142, 5794, 2699, 1049]}",14,"['8,1', '433 684']",71,"{'budget': '$40,000,000', 'Cumulative_WW_Gross': '$180,450,918', 'location': 'Australia | USA'}"
14,Demolition,Film,['Comédie dramatique'],"Banquier d'affaires ayant brillamment réussi, Davis a perdu le goût de vivre depuis que sa femme est décédée dans un tragique accident de voiture. Malgré son beau-père qui le pousse à se ressaisir, il sombre de plus en plus. Un jour, il envoie une lettre de réclamation à une société de distributeurs automatiques, puis lui adresse d'autres courriers où il livre des souvenirs personnels. Jusqu'au moment où sa correspondance attire l'attention de Karen, la responsable du service clients. Peu à peu, une relation se noue entre eux.",['Jean-Marc Vallée'],1 h 41 min,8 avril 2016,"['Jake Gyllenhaal', ' Naomi Watts', ' Heather Lind']","{'note_moyenne': 7.1, 'nombre_critiques': 14856, 'repartition_note': [23, 44, 106, 339, 881, 2418, 5174, 4364, 1214, 293]}",15,"['7,0', '89 234']",49,"{'budget': '$10,000,000', 'Cumulative_WW_Gross': '$4,366,460', 'location': 'USA'}"
15,Manchester by the Sea,Film,['Drame'],"Lee Chandler est un solitaire irritable qui travaille comme homme-à-tout-faire pour un bloc d'appartements à Boston. Un jour d'hiver humide, il reçoit un appel provenant de sa ville natale située sur la côte, au nord. Son frère vient de mourir d'un infarctus et il a été nommé tuteur de son neveu de 16 ans. Comme si la perte de son seul frère et ses doutes sur sa capacité à élever un adolescent ne suffisaient pas, son retour vers le passé remet en lumière une tragédie indicible.",['Kenneth Lonergan'],2 h 17 min,17 novembre 2016,"['Casey Affleck', ' Lucas Hedges', ' Michelle Williams']","{'note_moyenne': 7.3, 'nombre_critiques': 15147, 'repartition_note': [36, 45, 134, 276, 697, 1771, 4383, 5201, 2108, 496]}",16,"['7,8', '245 943']",96,"{'budget': '$9,000,000', 'Cumulative_WW_Gross': '$78,988,148', 'location': 'USA'}"
